car_brand,car_model,lead_id,marketplace_id,marketplace_car_id,used_dealer_company_id,dealer_id,car_variant,car_engine,car_year,car_transmission,reserveprice,car_age,car_type,avg_reserveprice,brand_price_label
honda,jazz,926307,141260,291587,4992,5100,rs,1.5,2013,Manual,150000000,12,Hatchback,139485180.5,Medium
honda,jazz,923232,141254,291505,5192,5300,e,1.5,2011,Manual,100000000,14,Hatchback,139485180.5,Medium
honda,jazz,933742,141262,292460,5628,5736,rs,1.5,2019,Auto,200000000,6,Hatchback,139485180.5,Medium
honda,jazz,929004,141256,290544,4228,4336,vti,1.5,2012,Auto,95000000,13,Hatchback,139485180.5,Medium
honda,jazz,891337,141291,298135,4556,4664,rs,1.5,2017,Auto,199000000,8,Hatchback,139485180.5,Medium
honda,jazz,945375,141287,297166,5033,5141,rs,1.5,2018,Auto,199500000,7,Hatchback,139485180.5,Medium
honda,jazz,927053,141256,290623,4276,4384,e,1.5,2013,Manual,90000000,12,Hatchback,139485180.5,Medium
honda,jazz,934561,141267,292963,4457,4565,rs,1.5,2015,Auto,167000000,10,Hatchback,139485180.5,Medium
honda,jazz,926317,141264,292486,2560,2632,i-dsi,1.5,2012,Auto,105000000,13,Hatchback,139485180.5,Medium
honda,jazz,927446,141247,288632,4270,4378,rs,1.5,2018,Auto,150000000,7,Hatchback,139485180.5,Medium
honda,jazz,932784,141259,291443,5306,5414,e,1.5,2007,Auto,50000000,18,Hatchback,139485180.5,Medium
honda,jazz,929030,141253,289729,3618,3726,rs,1.5,2017,Auto,165000000,8,Hatchback,139485180.5,Medium
honda,jazz,926090,141250,289429,2732,2806,rs,1.5,2012,Auto,100000000,13,Hatchback,139485180.5,Medium
honda,jazz,942313,141261,291953,5392,5500,rs,1.5,2012,Auto,99000000,13,Hatchback,139485180.5,Medium
honda,jazz,926047,141247,288705,3855,3963,rs,1.5,2015,Auto,170000000,10,Hatchback,139485180.5,Medium
honda,jazz,934844,141276,294947,4591,4699,rs,1.5,2009,Auto,90000000,16,Hatchback,139485180.5,Medium
honda,jazz,950796,141300,299674,4277,4385,i-dsi,1.5,2009,Auto,88000000,16,Hatchback,139485180.5,Medium
honda,jazz,946727,141289,297718,5412,5520,rs,1.5,2018,Auto,190000000,7,Hatchback,139485180.5,Medium
honda,jazz,946379,141290,297807,4605,4713,rs,1.5,2019,Auto,240000000,6,Hatchback,139485180.5,Medium
honda,jazz,932623,141259,291274,4277,4385,rs,1.5,2013,Manual,120000000,12,Hatchback,139485180.5,Medium
honda,jazz,941673,141299,299394,4244,4352,rs,1.5,2017,Auto,199000000,8,Hatchback,139485180.5,Medium
honda,jazz,934985,141283,296104,5423,5531,rs,1.5,2016,Auto,190000000,9,Hatchback,139485180.5,Medium
honda,jazz,931676,141259,291370,4394,4502,rs,1.5,2011,Auto,80000000,14,Hatchback,139485180.5,Medium
honda,jazz,940777,141279,295534,621,619,i-dsi,1.5,2008,Auto,69000000,17,Hatchback,139485180.5,Medium
honda,jazz,940672,141291,298111,4153,4261,rs,1.5,2013,Auto,169000000,12,Hatchback,139485180.5,Medium
honda,jazz,939863,141262,292138,4697,4805,rs,1.5,2017,Auto,220000000,8,Hatchback,139485180.5,Medium
honda,jazz,937556,141271,293729,1865,1914,vti,1.5,2013,Manual,98000000,12,Hatchback,139485180.5,Medium
honda,jazz,943518,141285,296662,4919,5027,rs,1.5,2017,Auto,178000000,8,Hatchback,139485180.5,Medium
honda,jazz,917431,141247,288665,4605,4713,i-dsi,1.5,2005,Auto,50000000,20,Hatchback,139485180.5,Medium
honda,jazz,933477,141261,292012,1473,1522,i-dsi,1.5,2008,Auto,65000000,17,Hatchback,139485180.5,Medium
honda,jazz,935108,141265,292821,4919,5027,rs,1.5,2017,Auto,209500000,8,Hatchback,139485180.5,Medium
honda,jazz,930327,141276,294815,5342,5450,rs,1.5,2013,Auto,90000000,12,Hatchback,139485180.5,Medium
honda,jazz,946680,141291,298013,5441,5549,rs,1.5,2011,Auto,59000000,14,Hatchback,139485180.5,Medium
honda,jazz,930327,141276,294815,4279,4387,i-dsi,1.5,2013,Auto,80000000,12,Hatchback,139485180.5,Medium
honda,jazz,942368,141282,296011,4596,4704,rs,1.5,2015,Auto,165000000,10,Hatchback,139485180.5,Medium
honda,jazz,941520,141285,296590,4620,4728,i-dsi,1.5,2009,Auto,80000000,16,Hatchback,139485180.5,Medium
honda,jazz,941134,141279,295539,4277,4380,rs,1.5,2020,Auto,210000000,5,Hatchback,139485180.5,Medium
honda,jazz,943341,141297,299002,4351,4459,rs,1.5,2017,Auto,209000000,8,Hatchback,139485180.5,Medium
honda,jazz,94060,141279,295434,5114,5125,e,1.5,2010,Auto,80000000,15,Hatchback,139485180.5,Medium
honda,jazz,916415,141300,299552,4336,4444,e,1.5,2008,Manual,5000000,17,Hatchback,139485180.5,Medium
honda,jazz,924790,141257,290806,4620,4728,rs,1.5,2013,Auto,98000000,12,Hatchback,139485180.5,Medium
honda,jazz,929030,141253,289929,1158,1207,e,1.5,2012,Auto,105000000,13,Hatchback,139485180.5,Medium
honda,jazz,932724,141263,292298,4513,4621,rs,1.5,2017,Auto,190000000,8,Hatchback,139485180.5,Medium
honda,jazz,923911,141249,289090,4471,4579,rs,1.5,2019,Auto,135500000,6,Hatchback,139485180.5,Medium
honda,jazz,934387,141263,292336,5215,5327,i-dsi,1.5,2009,Auto,80000000,16,Hatchback,139485180.5,Medium
honda,jazz,945365,141288,297398,5145,5253,rs,1.5,2009,Auto,90000000,16,Hatchback,139485180.5,Medium
honda,jazz,925604,141256,290639,3844,3952,i-dsi,1.5,2009,Auto,70000000,16,Hatchback,139485180.5,Medium
honda,jazz,99314,141286,296762,1658,1707,rs,1.5,2012,Auto,85000000,13,Hatchback,139485180.5,Medium
honda,jazz,939642,141276,294899,4471,4579,rs,1.5,2011,Manual,115000000,14,Hatchback,139485180.5,Medium
honda,jazz,938046,141272,293913,4344,4452,rs,1.5,2013,Auto,150000000,12,Hatchback,139485180.5,Medium
honda,jazz,938012,141273,294321,5522,5630,rs,1.5,2012,Auto,115000000,13,Hatchback,139485180.5,Medium
honda,jazz,924790,141253,295208,1787,1836,rs,1.5,2013,Auto,98000000,12,Hatchback,139485180.5,Medium
honda,jazz,928520,141255,290454,4410,4518,vti,1.5,2005,Manual,55000000,20,Hatchback,139485180.5,Medium
honda,jazz,947107,141291,298112,4471,4579,e,1.5,2009,Manual,80000000,16,Hatchback,139485180.5,Medium
honda,jazz,942158,141282,296011,2625,2698,rs,1.5,2019,Manual,150000000,6,Hatchback,139485180.5,Medium
honda,jazz,949034,141298,299215,5341,5449,vtec,1.5,2013,Auto,92000000,12,Hatchback,139485180.5,Medium
honda,jazz,926090,141250,289429,1253,1302,rs,1.5,2010,Auto,105000000,15,Hatchback,139485180.5,Medium
honda,jazz,936514,141279,295578,4519,4627,rs,1.5,2020,Auto,210000000,5,Hatchback,139485180.5,Medium
honda,jazz,944895,141289,297536,3549,3657,i-dsi,1.5,2012,Auto,95000000,13,Hatchback,139485180.5,Medium
honda,jazz,936687,141282,295889,4709,4817,s,1.5,2014,Auto,100000000,11,Hatchback,139485180.5,Medium
honda,jazz,925578,141248,288930,5628,5736,rs,1.5,2016,Auto,199000000,9,Hatchback,139485180.5,Medium
honda,jazz,926428,141258,291210,3538,3638,rs,1.5,2016,Auto,220000000,9,Hatchback,139485180.5,Medium
honda,jazz,925604,141256,290639,5215,5323,s,1.5,2009,Auto,70000000,16,Hatchback,139485180.5,Medium
honda,jazz,915505,141258,291260,4320,4428,rs,1.5,2017,Auto,190000000,8,Hatchback,139485180.5,Medium
honda,jazz,936424,141270,293413,4250,4358,rs,1.5,2012,Auto,105000000,13,Hatchback,139485180.5,Medium
honda,jazz,926484,141247,288730,5628,5736,vti,1.5,2007,Auto,60000000,18,Hatchback,139485180.5,Medium
honda,jazz,923911,141254,290170,4692,4800,rs,1.5,2019,Auto,135500000,6,Hatchback,139485180.5,Medium
honda,jazz,938044,141277,295151,4330,4438,rs,1.5,2020,Manual,179000000,5,Hatchback,139485180.5,Medium
honda,jazz,933679,141262,292080,3362,3456,rs,1.5,2019,Auto,240000000,6,Hatchback,139485180.5,Medium
honda,jazz,930853,141257,290939,1166,1215,rs,1.5,2014,Auto,199000000,11,Hatchback,139485180.5,Medium
honda,jazz,945375,141287,297207,4279,4387,rs,1.5,2018,Auto,199500000,7,Hatchback,139485180.5,Medium
honda,jazz,932339,141261,291968,4556,4664,rs,1.5,2018,Auto,165000000,7,Hatchback,139485180.5,Medium
honda,jazz,945694,141283,296258,4499,4607,rs,1.5,2019,Auto,207000000,6,Hatchback,139485180.5,Medium
honda,jazz,932440,141265,292746,2144,2193,rs,1.5,2012,Auto,125000000,13,Hatchback,139485180.5,Medium
honda,jazz,928285,141250,289339,1166,1215,rs,1.5,2017,Auto,179500000,8,Hatchback,139485180.5,Medium
honda,jazz,945348,141292,298359,5161,5269,rs,1.5,2014,Auto,125000000,11,Hatchback,139485180.5,Medium
honda,jazz,938796,141281,295612,4279,4387,rs,1.5,2018,Auto,180000000,7,Hatchback,139485180.5,Medium
honda,jazz,949168,141296,298590,2625,2698,rs,1.5,2013,Auto,100000000,12,Hatchback,139485180.5,Medium
honda,jazz,941520,141285,296590,4919,5027,rs,1.5,2009,Auto,90000000,16,Hatchback,139485180.5,Medium
honda,jazz,950265,141301,299735,5033,5141,s,1.5,2011,Auto,90000000,14,Hatchback,139485180.5,Medium
honda,jazz,947458,141292,298231,4797,4905,rs,1.5,2014,Auto,125000000,11,Hatchback,139485180.5,Medium
honda,jazz,928788,141253,289878,5033,5141,i-dsi,1.5,2013,Auto,70000000,12,Hatchback,139485180.5,Medium
honda,jazz,924790,141261,291906,5628,5736,rs,1.5,2013,Auto,98000000,12,Hatchback,139485180.5,Medium
honda,jazz,947526,141294,298532,4697,4805,vti,1.5,2011,Manual,95000000,14,Hatchback,139485180.5,Medium
honda,jazz,940417,141281,295766,4605,4713,rs,1.5,2013,Manual,99000000,12,Hatchback,139485180.5,Medium
honda,jazz,925560,141248,288870,4461,4569,rs,1.5,2019,Auto,167000000,6,Hatchback,139485180.5,Medium
honda,jazz,930561,141255,290494,4556,4664,rs,1.5,2012,Auto,130000000,13,Hatchback,139485180.5,Medium
honda,jazz,926853,141250,297787,1101,1149,rs,1.5,2016,Manual,208000000,9,Hatchback,139485180.5,Medium
honda,jazz,940001,141279,295434,4532,4640,rs,1.5,2012,Auto,103000000,13,Hatchback,139485180.5,Medium
honda,jazz,924596,141271,293736,4343,4451,rs,1.5,2019,Auto,255000000,6,Hatchback,139485180.5,Medium
honda,jazz,932530,141291,298174,4279,4387,rs,1.5,2013,Manual,92000000,12,Hatchback,139485180.5,Medium
honda,jazz,924793,141264,292606,5094,5202,rs,1.5,2013,Auto,98000000,12,Hatchback,139485180.5,Medium
honda,jazz,937835,141279,295373,5046,5154,vti,1.5,2005,Auto,54000000,20,Hatchback,139485180.5,Medium
honda,jazz,926075,141274,294534,4312,4420,i-dsi,1.5,2006,Auto,50000000,19,Hatchback,139485180.5,Medium
honda,jazz,938905,141274,294386,4797,4905,rs,1.5,2016,Manual,115000000,9,Hatchback,139485180.5,Medium
honda,jazz,932411,141263,292330,4531,4639,rs,1.5,2020,Auto,200000000,5,Hatchback,139485180.5,Medium
honda,jazz,927495,141251,289572,4672,4780,rs,1.5,2017,Auto,179500000,8,Hatchback,139485180.5,Medium
honda,jazz,941079,141289,297692,978,1004,rs,1.5,2014,Auto,197000000,11,Hatchback,139485180.5,Medium
honda,jazz,937496,141276,294884,1580,1629,rs,1.5,2008,Auto,80000000,17,Hatchback,139485180.5,Medium
honda,jazz,926046,141247,288634,4471,4579,rs,1.5,2015,Auto,168000000,10,Hatchback,139485180.5,Medium
honda,jazz,949769,141298,299104,4461,4569,rs,1.5,2015,Manual,100000000,10,Hatchback,139485180.5,Medium
honda,jazz,936424,141275,294559,4279,4387,e,1.5,2012,Auto,105000000,13,Hatchback,139485180.5,Medium
honda,jazz,946379,141290,297865,1580,1629,rs,1.5,2019,Auto,240000000,6,Hatchback,139485180.5,Medium
honda,jazz,895918,141289,297553,5628,5736,rs,1.5,2009,Auto,96000000,16,Hatchback,139485180.5,Medium
honda,jazz,947458,141292,298231,3362,3456,rs,1.5,2011,Auto,95000000,14,Hatchback,139485180.5,Medium
honda,jazz,920307,141253,289708,2624,2697,s,1.5,2009,Auto,60000000,16,Hatchback,139485180.5,Medium
honda,jazz,929235,141298,299228,3699,3807,rs,1.5,2011,Manual,104000000,14,Hatchback,139485180.5,Medium
honda,jazz,941851,141281,295718,4270,4378,rs,1.5,2019,Manual,185000000,6,Hatchback,139485180.5,Medium
honda,jazz,945375,141294,298572,2624,2697,rs,1.5,2018,Auto,199500000,7,Hatchback,139485180.5,Medium
honda,jazz,926720,141249,290662,4992,5100,e,1.5,2012,Auto,109500000,13,Hatchback,139485180.5,Medium
honda,jazz,946379,141290,297822,4797,4905,rs,1.5,2019,Auto,240000000,6,Hatchback,139485180.5,Medium
honda,jazz,945756,141290,297764,3597,3705,rs,1.5,2013,Auto,105000000,12,Hatchback,139485180.5,Medium
honda,jazz,945628,141292,298364,4461,4569,rs,1.5,2020,Auto,200000000,5,Hatchback,139485180.5,Medium
honda,jazz,929657,141258,291076,4472,4580,rs,1.5,2012,Auto,110000000,13,Hatchback,139485180.5,Medium
honda,jazz,929239,141296,298768,2685,2759,e,1.5,2011,Manual,95500000,14,Hatchback,139485180.5,Medium
honda,jazz,950250,141298,299149,4276,4384,i-dsi,1.5,2006,Auto,50000000,19,Hatchback,139485180.5,Medium
honda,jazz,926421,141258,291165,615,612,rs,1.5,2019,Auto,135500000,6,Hatchback,139485180.5,Medium
honda,jazz,923911,141247,288631,4519,4627,rs,1.5,2019,Auto,135500000,6,Hatchback,139485180.5,Medium
honda,jazz,940013,141294,298392,4165,4273,e,1.5,2012,Auto,110000000,13,Hatchback,139485180.5,Medium
honda,jazz,936676,141281,295589,5205,5313,i-dsi,1.5,2006,Auto,50000000,19,Hatchback,139485180.5,Medium
honda,jazz,934561,141267,292916,4605,4713,rs,1.5,2014,Auto,136000000,11,Hatchback,139485180.5,Medium
honda,jazz,925494,141253,289906,728,741,rs,1.5,2013,Auto,128500000,12,Hatchback,139485180.5,Medium
honda,jazz,944560,141301,299884,5244,5352,rs,1.5,2010,Manual,110000000,15,Hatchback,139485180.5,Medium
honda,jazz,922897,141300,299687,1580,1629,rs,1.5,2010,Auto,149000000,15,Hatchback,139485180.5,Medium
honda,jazz,933719,141269,293257,2625,2698,i-dsi,1.5,2007,Manual,50000000,18,Hatchback,139485180.5,Medium
honda,jazz,944610,141300,299526,4351,4459,e,1.5,2011,Auto,95000000,14,Hatchback,139485180.5,Medium
honda,jazz,946379,141290,297815,5628,5736,rs,1.5,2019,Auto,240000000,6,Hatchback,139485180.5,Medium
honda,jazz,938080,141275,294736,3738,3846,rs,1.5,2015,Auto,167000000,10,Hatchback,139485180.5,Medium
honda,jazz,948987,141297,298894,2827,2906,rs,1.5,2007,Manual,80000000,18,Hatchback,139485180.5,Medium
honda,jazz,941125,141274,293638,3647,3755,rs,1.5,2009,Auto,90000000,16,Hatchback,139485180.5,Medium
honda,jazz,948399,141297,298992,4637,4745,i-dsi,1.5,2013,Manual,90000000,12,Hatchback,139485180.5,Medium
honda,jazz,929915,141257,290946,1580,1629,rs,1.5,2018,Auto,209500000,7,Hatchback,139485180.5,Medium
honda,jazz,949492,141298,299082,4786,4894,rs,1.5,2017,Auto,174000000,8,Hatchback,139485180.5,Medium
honda,jazz,928603,141251,289614,1735,1784,rs,1.5,2013,Auto,98000000,12,Hatchback,139485180.5,Medium
honda,jazz,949817,141298,299291,4276,4384,rs,1.5,2015,Auto,168000000,10,Hatchback,139485180.5,Medium
honda,jazz,923911,141254,290172,4692,4800,rs,1.5,2019,Auto,135500000,6,Hatchback,139485180.5,Medium
honda,jazz,943511,141285,296719,5367,5475,rs,1.5,2013,Auto,145000000,12,Hatchback,139485180.5,Medium
honda,jazz,941945,141285,296673,4239,4329,rs,1.5,2020,Auto,209500000,5,Hatchback,139485180.5,Medium
honda,jazz,924790,141253,289864,2625,2698,rs,1.5,2013,Auto,98000000,12,Hatchback,139485180.5,Medium
honda,jazz,927376,141248,288889,4618,4726,rs,1.5,2010,Auto,95000000,15,Hatchback,139485180.5,Medium
honda,jazz,927495,141251,289583,4003,4908,rs,1.5,2017,Auto,179500000,8,Hatchback,139485180.5,Medium
honda,jazz,942261,141281,295721,4637,4745,rs,1.5,2017,Manual,179500000,8,Hatchback,139485180.5,Medium
honda,jazz,930327,141276,294815,3887,3995,e,1.5,2013,Auto,80000000,12,Hatchback,139485180.5,Medium
honda,jazz,941202,141278,295231,1473,1522,rs,1.5,2018,Auto,180000000,7,Hatchback,139485180.5,Medium
honda,jazz,938675,141275,294596,3590,3698,rs,1.5,2020,Auto,210000000,5,Hatchback,139485180.5,Medium
honda,jazz,932479,141261,292193,4992,5100,rs,1.5,2017,Auto,200000000,8,Hatchback,139485180.5,Medium
honda,jazz,932339,141261,291968,4330,4438,rs,1.5,2014,Auto,135000000,11,Hatchback,139485180.5,Medium
honda,jazz,918137,141258,291006,4306,4414,s,1.5,2012,Auto,120000000,13,Hatchback,139485180.5,Medium
honda,jazz,941665,141259,291457,1473,1522,vti,1.5,2005,Auto,54000000,20,Hatchback,139485180.5,Medium
honda,jazz,931737,141258,291006,4567,4673,rs,1.5,2017,Auto,179500000,8,Hatchback,139485180.5,Medium
honda,jazz,930101,141262,292030,4596,4704,rs,1.5,2011,Auto,110000000,14,Hatchback,139485180.5,Medium
honda,jazz,949437,141298,299282,4795,4903,i-dsi,1.5,2013,Manual,90000000,12,Hatchback,139485180.5,Medium
honda,jazz,929004,141256,290544,4697,4805,i-dsi,1.5,2012,Auto,95000000,13,Hatchback,139485180.5,Medium
honda,jazz,946379,141290,297802,4471,4579,rs,1.5,2019,Auto,240000000,6,Hatchback,139485180.5,Medium
honda,jazz,947440,141292,298342,4131,4239,s,1.5,2006,Auto,80000000,19,Hatchback,139485180.5,Medium
honda,jazz,945486,141290,297858,3618,3726,i-dsi,1.5,2011,Manual,95000000,14,Hatchback,139485180.5,Medium
honda,jazz,944895,141289,297538,1166,1215,i-dsi,1.5,2012,Auto,95000000,13,Hatchback,139485180.5,Medium
honda,jazz,926509,141248,288850,2206,2259,rs,1.5,2015,Manual,100000000,10,Hatchback,139485180.5,Medium
honda,jazz,929004,141256,290544,4330,4438,e,1.5,2012,Auto,95000000,13,Hatchback,139485180.5,Medium
honda,jazz,937737,141273,294257,3751,3859,rs,1.5,2017,Auto,190000000,8,Hatchback,139485180.5,Medium
honda,jazz,923911,141254,290249,5142,5250,rs,1.5,2019,Auto,135500000,6,Hatchback,139485180.5,Medium
honda,jazz,929602,141271,293814,4797,4905,rs,1.5,2019,Auto,208000000,6,Hatchback,139485180.5,Medium
honda,jazz,949561,141298,299327,3660,3768,i-dsi,1.5,2006,Manual,50000000,19,Hatchback,139485180.5,Medium
honda,jazz,940354,141277,295147,3774,3882,rs,1.5,2014,Auto,123500000,11,Hatchback,139485180.5,Medium
honda,jazz,945563,141288,297255,4709,4817,rs,1.5,2018,Auto,220000000,7,Hatchback,139485180.5,Medium
honda,jazz,905430,141270,293464,4296,4404,rs,1.5,2018,Auto,190000000,7,Hatchback,139485180.5,Medium
honda,jazz,941147,141277,295157,2459,2517,rs,1.5,2018,Auto,209500000,7,Hatchback,139485180.5,Medium
honda,jazz,950051,141299,299395,3738,3846,rs,1.5,2007,Auto,50000000,18,Hatchback,139485180.5,Medium
honda,jazz,934298,141273,295122,4919,5027,rs,1.5,2010,Manual,110000000,15,Hatchback,139485180.5,Medium
honda,jazz,923911,141254,290247,4779,4887,rs,1.5,2019,Auto,135500000,6,Hatchback,139485180.5,Medium
honda,jazz,929030,141253,289929,3647,3755,rs,1.5,2012,Auto,105000000,13,Hatchback,139485180.5,Medium
honda,jazz,938070,141274,294514,4997,5105,rs,1.5,2017,Auto,200000000,8,Hatchback,139485180.5,Medium
honda,jazz,939904,141279,295541,1166,1215,rs,1.5,2015,Auto,119500000,10,Hatchback,139485180.5,Medium
honda,jazz,930816,141281,295588,3774,3882,e,1.5,2014,Auto,140000000,11,Hatchback,139485180.5,Medium
honda,jazz,926039,141260,291607,4954,5062,rs,1.5,2011,Manual,90000000,14,Hatchback,139485180.5,Medium
honda,jazz,931678,141259,291445,5103,5211,rs,1.5,2012,Manual,105000000,13,Hatchback,139485180.5,Medium
honda,jazz,940818,141286,296772,4068,1095,rs,1.5,2009,Auto,129000000,16,Hatchback,139485180.5,Medium
honda,jazz,928476,141264,292480,4259,4367,rs,1.5,2015,Auto,179500000,10,Hatchback,139485180.5,Medium
honda,jazz,945486,141292,298231,4577,4685,rs,1.5,2017,Auto,199000000,8,Hatchback,139485180.5,Medium
honda,jazz,942258,141281,295796,4351,4459,s,1.5,2013,Auto,100000000,12,Hatchback,139485180.5,Medium
honda,jazz,941520,141285,296590,4248,4356,i-dsi,1.5,2006,Auto,50000000,19,Hatchback,139485180.5,Medium
honda,jazz,945375,141288,297408,4900,5008,rs,1.5,2018,Auto,199500000,7,Hatchback,139485180.5,Medium
honda,jazz,936082,141267,292903,3590,3698,e,1.5,2005,Auto,54000000,20,Hatchback,139485180.5,Medium
honda,jazz,88299,141249,289215,4888,4996,rs,1.5,2019,Auto,210000000,6,Hatchback,139485180.5,Medium
honda,jazz,938640,141283,296702,4997,5105,i-dsi,1.5,2011,Auto,80000000,14,Hatchback,139485180.5,Medium
honda,jazz,867667,141261,291967,4471,4579,rs,1.5,2013,Auto,110000000,12,Hatchback,139485180.5,Medium
honda,jazz,926600,141256,290534,4312,4420,rs,1.5,2016,Auto,188000000,9,Hatchback,139485180.5,Medium
honda,jazz,935389,141300,299549,3761,3869,rs,1.5,2009,Auto,70000000,16,Hatchback,139485180.5,Medium
honda,jazz,923731,141270,293508,4276,4384,rs,1.5,2018,Auto,215000000,7,Hatchback,139485180.5,Medium
honda,jazz,931596,141262,292165,5645,5748,rs,1.5,2012,Auto,125000000,13,Hatchback,139485180.5,Medium
honda,jazz,935473,141268,293106,5317,5425,vti,1.5,2009,Auto,70000000,16,Hatchback,139485180.5,Medium
honda,jazz,949492,141298,299085,5153,5261,rs,1.5,2017,Auto,149500000,8,Hatchback,139485180.5,Medium
honda,jazz,936876,141271,293681,978,1004,i-dsi,1.5,2010,Auto,90000000,15,Hatchback,139485180.5,Medium
honda,jazz,932828,141260,291688,4343,4451,e,1.5,2011,Manual,95500000,14,Hatchback,139485180.5,Medium
honda,jazz,947185,141292,298356,5628,5736,i-dsi,1.5,2006,Auto,50000000,19,Hatchback,139485180.5,Medium
honda,jazz,923913,141249,289082,4637,4745,rs,1.5,2017,Auto,200000000,8,Hatchback,139485180.5,Medium
honda,jazz,935491,141271,294303,4702,4810,rs,1.5,2019,Auto,240000000,6,Hatchback,139485180.5,Medium
honda,jazz,925440,141248,288924,4471,4579,rs,1.5,2015,Manual,130000000,10,Hatchback,139485180.5,Medium
honda,jazz,937965,141275,294655,4471,4579,s,1.5,2005,Auto,50000000,20,Hatchback,139485180.5,Medium
honda,jazz,938460,141282,295990,5142,5250,rs,1.5,2017,Auto,209500000,8,Hatchback,139485180.5,Medium
honda,jazz,940071,141279,295480,4477,4587,rs,1.5,2017,Auto,180000000,8,Hatchback,139485180.5,Medium
honda,jazz,923911,141247,288682,5400,5514,rs,1.5,2019,Auto,135500000,6,Hatchback,139485180.5,Medium
honda,jazz,944408,141300,299665,1101,1149,e,1.5,2005,Auto,50000000,20,Hatchback,139485180.5,Medium
honda,jazz,930548,141265,292815,1407,1456,rs,1.5,2013,Manual,115000000,12,Hatchback,139485180.5,Medium
honda,jazz,935473,141268,293109,5442,5550,i-dsi,1.5,2009,Auto,70000000,16,Hatchback,139485180.5,Medium
honda,jazz,943581,141298,299229,4318,4426,rs,1.5,2017,Auto,220000000,8,Hatchback,139485180.5,Medium
honda,jazz,920557,141255,290418,2206,2259,rs,1.5,2011,Auto,95000000,14,Hatchback,139485180.5,Medium
honda,jazz,928228,141274,294411,1580,1629,rs,1.5,2009,Auto,90000000,16,Hatchback,139485180.5,Medium
honda,jazz,940933,141283,296337,4320,4428,rs,1.5,2015,Auto,169500000,10,Hatchback,139485180.5,Medium
honda,jazz,930853,141257,290859,5628,5736,rs,1.5,2013,Manual,115000000,12,Hatchback,139485180.5,Medium
honda,jazz,931686,141259,291450,3660,3768,rs,1.5,2006,Auto,60000000,19,Hatchback,139485180.5,Medium
honda,jazz,930205,141257,290956,5142,5250,rs,1.5,2013,Manual,129500000,12,Hatchback,139485180.5,Medium
honda,jazz,926927,141270,293426,4148,4256,rs,1.5,2017,Auto,205000000,8,Hatchback,139485180.5,Medium
honda,jazz,943328,141283,296276,4320,4428,rs,1.5,2017,Auto,208000000,8,Hatchback,139485180.5,Medium
honda,jazz,941844,141279,295548,4608,4716,e,1.5,2008,Auto,95000000,17,Hatchback,139485180.5,Medium
honda,jazz,937298,141272,294032,4320,4428,rs,1.5,2018,Auto,178000000,7,Hatchback,139485180.5,Medium
honda,jazz,945609,141291,298103,5215,5323,rs,1.5,2017,Auto,178000000,8,Hatchback,139485180.5,Medium
honda,jazz,922496,141276,294875,4786,4894,i-dsi,1.5,2008,Auto,50000000,17,Hatchback,139485180.5,Medium
honda,jazz,937124,141269,291502,2635,2709,s,1.5,2010,Auto,100000000,15,Hatchback,139485180.5,Medium
honda,jazz,924790,141253,289741,5094,5102,rs,1.5,2013,Auto,98000000,12,Hatchback,139485180.5,Medium
honda,jazz,940492,141281,295764,2625,2698,rs,1.5,2015,Auto,188000000,10,Hatchback,139485180.5,Medium
honda,jazz,931735,141258,291034,4519,4627,rs,1.5,2011,Auto,100000000,14,Hatchback,139485180.5,Medium
honda,jazz,927315,141259,291291,3605,3713,i-dsi,1.5,2014,Auto,72000000,11,Hatchback,139485180.5,Medium
honda,jazz,940922,141281,295672,1166,1215,i-dsi,1.5,2011,Auto,98500000,14,Hatchback,139485180.5,Medium
honda,jazz,926112,141255,290285,2625,2698,rs,1.5,2017,Auto,190000000,8,Hatchback,139485180.5,Medium
honda,jazz,927122,141267,292840,1580,1629,rs,1.5,2015,Auto,180000000,10,Hatchback,139485180.5,Medium
honda,jazz,940097,141277,295033,621,619,vti,1.5,2009,Auto,70000000,16,Hatchback,139485180.5,Medium
honda,jazz,938070,141275,294736,3203,3295,i-dsi,1.5,2000,Auto,85000000,25,Hatchback,139485180.5,Medium
honda,jazz,937858,141272,293991,5317,5425,rs,1.5,2018,Auto,199500000,7,Hatchback,139485180.5,Medium
honda,jazz,929030,141253,289929,5590,5698,e,1.5,2010,Auto,93000000,15,Hatchback,139485180.5,Medium
honda,jazz,936426,141270,293655,3470,3568,rs,1.5,2017,Auto,209000000,8,Hatchback,139485180.5,Medium
honda,jazz,940819,141279,295293,5446,5554,rs,1.5,2018,Auto,167000000,7,Hatchback,139485180.5,Medium
honda,jazz,949420,141301,299781,2144,2193,rs,1.5,2012,Manual,130000000,13,Hatchback,139485180.5,Medium
honda,jazz,950090,141298,299280,4279,4387,vti,1.5,2002,Auto,50000000,23,Hatchback,139485180.5,Medium
honda,jazz,931212,141258,291030,4351,4459,rs,1.5,2017,Auto,208000000,8,Hatchback,139485180.5,Medium
honda,jazz,940097,141277,294998,3590,3698,e,1.5,2009,Auto,40000000,16,Hatchback,139485180.5,Medium
honda,jazz,928043,141265,292197,4351,4459,i-dsi,1.5,2009,Auto,87500000,16,Hatchback,139485180.5,Medium
honda,jazz,927495,141259,291283,5367,5475,rs,1.5,2017,Auto,179500000,8,Hatchback,139485180.5,Medium
